No,Provinsi,Kab_Kota,Kecamatan,Puskesmas,Kelurahan,Bulan,Tahun,Sasaran_Balita,Balita_Bulan_Ini,Balita_Ditimbang,Pct_Balita_Ditimbang,Balita_Ditimbang_Diukur,Pct_Balita_Ditimbang_Diukur,Balita_Diukur_PB_TB,Pct_Balita_Diukur_PB_TB,Balita_Punya_KIA,Pct_Balita_Punya_KIA,Balita_Naik_BB_N,Balita_Tidak_Naik_BB_T,Balita_Tidak_Timbang_Bulan_Lalu_O,Bayi_Baru_Lahir_Bulan_Ini_B,Balita_Ditimbang_Terkoreksi_D,Pct_Balita_Ditimbang_Terkoreksi,Jml_Balita_Stunting,Pct_Balita_Stunting,Jml_Balita_Wasting,Pct_Balita_Wasting,Jml_Balita_Overweight,Pct_Balita_Overweight,Jml_Balita_Underweight,Pct_Balita_Underweight,Jml_Bayi_Dapat_IMD,Pct_Bayi_Dapat_IMD,Jml_Bayi_0_5_Bulan,Jml_Bayi_0_5_Bulan_Recall,Jml_Bayi_0_5_Bulan_ASI_Eksklusif_Recall,Pct_Bayi_0_5_Bulan_ASI_Eksklusif_Recall,Jml_Bayi_6_Bulan,Jml_Bayi_ASI_Eksklusif_6_Bulan,Pct_Bayi_ASI_Eksklusif_6_Bulan,Jml_Anak_6_23_Bulan,Jml_Anak_6_23_Bulan_Wawancara,Pct_Anak_6_23_Bulan_Wawancara,Jml_Anak_6_23_Bulan_Konsumsi_5_8_Kelompok,Pct_Anak_6_23_Bulan_Konsumsi_5_8_Kelompok,Jml_Anak_6_23_Bulan_Konsumsi_Telur_Ikan_Daging,Pct_Anak_6_23_Bulan_Konsumsi_Telur_Ikan_Daging,Jml_Anak_6_23_Bulan_MPASI_Baik,Pct_Anak_6_23_Bulan_MPASI_Baik,Jml_Bayi_6_11_Bulan,Jml_Bayi_6_11_Bulan_Vitamin_A,Pct_Bayi_6_11_Bulan_Vitamin_A,Jml_Anak_12_59_Bulan,Jml_Anak_12_59_Bulan_Vitamin_A,Pct_Anak_12_59_Bulan_Vitamin_A,Jml_Anak_12_59_Bulan_Vitamin_A_2x,Jml_Balita_Underweight_Total,Jml_Balita_Suplemen_Gizi_Mikro,Jml_Balita_Gizi_Kurang_6_59_Bulan,Jml_Balita_Gizi_Kurang_6_59_Bulan_MT_Lokal,Pct_Balita_Gizi_Kurang_MT_Lokal,Jml_Balita_BB_Kurang_6_59_Bulan,Jml_Balita_BB_Kurang_6_59_Bulan_MT_Lokal,Pct_Balita_BB_Kurang_MT_Lokal,Jml_Balita_BB_Tidak_Naik_6_59_Bulan,Jml_Balita_BB_Tidak_Naik_6_59_Bulan_MT_Lokal,Pct_Balita_BB_Tidak_Naik_MT_Lokal,Jml_Gizi_Buruk_Bayi_0_5_Bulan,Jml_Gizi_Buruk_Bayi_0_5_Bulan_Perawatan,Pct_Gizi_Buruk_Bayi_0_5_Bulan_Perawatan,Jml_Gizi_Buruk_Balita_6_59_Bulan,Jml_Gizi_Buruk_Balita_6_59_Bulan_Perawatan,Pct_Gizi_Buruk_Balita_6_59_Bulan_Perawatan,Jml_Balita_Stunting_Total,Jml_Balita_Stunting_Rujuk_PKM_RS,Pct_Balita_Stunting_Rujuk_PKM_RS,Waktu_Input
148,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,KANAAN,Maret,2025,389,266,101,37.97,101, 37.97 ,101, 37.97 ,266, 100.00 ,50,42,8,1,92, 54.35 ,11, 10.89 ,1, 0.99 ,4, 3.96 ,4, 3.96 ,1,100,0,0,0,0,2,0, -   ,87,0, -   ,17, -   ,17, -   ,17, -   ,0,0,0,0,0,0,0,12,24,9,0,0,3,0,0,36,0,0,0,0,0,1,1,100,29,0,0,14/1/2026 6:49
149,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,GUNUNG TELIHAN,Maret,2025,1212,804,365,45.40,365, 45.40 ,365, 45.40 ,804, 100.00 ,152,140,72,0,292, 52.05 ,50, 13.70 ,18, 4.93 ,10, 2.74 ,36, 9.86 ,0,0,0,0,0,0,11,1, 9.09 ,251,0, -   ,64, -   ,64, -   ,64, -   ,0,0,0,0,0,0,0,73,40,47,0,0,23,0,0,117,0,0,0,0,0,3,3,100,99,1,1.01,19/1/2026 11:01
150,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,BELIMBING,Maret,2025,1237,853,351,41.15,351, 41.15 ,351, 41.15 ,853, 100.00 ,158,159,33,1,317, 49.84 ,56, 15.95 ,5, 1.42 ,10, 2.85 ,36, 10.26 ,1,100,0,0,0,0,2,1, 50.00 ,227,114, 50.22 ,54, 47.37 ,55, 48.25 ,54, 47.37 ,0,0,0,0,0,0,0,71,26,32,0,0,31,0,0,128,0,0,0,0,0,0,0,0,118,0,0,14/1/2026 6:51
151,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG LESTARI,BONTANG LESTARI,Februari,2025,440,597,528,88.44,528, 88.44 ,528, 88.44 ,594, 99.50 ,202,211,115,0,413, 48.91 ,126, 23.86 ,54, 10.23 ,10, 1.89 ,116, 21.97 ,0,0,41,35,35,100,8,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,48,34,70.83,508,456,89.76,0,92,30,59,0,0,64,0,0,139,0,0,0,0,0,0,0,0,150,0,0,22/01/2026 9:27
152,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,SATIMPO,Februari,2025,781,464,219,47.20,219, 47.20 ,219, 47.20 ,463, 99.78 ,88,79,52,0,167, 52.69 ,36, 16.44 ,12, 5.48 ,5, 2.28 ,26, 11.87 ,0,0,17,7,3,42.86,2,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,40,40,100,407,400,98.28,0,25,6,7,0,0,20,0,0,64,0,0,0,0,0,0,0,0,36,0,0,19/12/2025 15:25
153,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,Tanjung Laut,Februari,2025,1537,934,554,59.31,554, 59.31 ,554, 59.31 ,931, 99.68 ,194,194,165,1,388, 50.00 ,123, 22.20 ,44, 7.94 ,31, 5.60 ,102, 18.41 ,1,100,55,26,22,84.62,13,3, 23.08 ,0,0, -   ,0, -   ,0, -   ,0, -   ,73,72,98.63,806,790,98.01,0,101,33,31,0,0,63,0,0,125,0,0,0,0,0,0,0,0,123,0,0,12/1/2026 10:47
154,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,TANJUNG LAUT INDAH,Februari,2025,1324,1007,356,35.35,356, 35.35 ,356, 35.35 ,1006, 99.90 ,106,148,100,2,254, 41.73 ,118, 33.15 ,36, 10.11 ,7, 1.97 ,81, 22.75 ,1,50,61,53,47,88.68,17,5, 29.41 ,0,0, -   ,0, -   ,0, -   ,0, -   ,82,80,97.56,864,826,95.6,0,97,36,26,0,0,45,0,0,82,0,0,0,0,0,0,0,0,118,0,0,12/1/2026 10:45
155,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS PANTAI,Februari,2025,949,600,300,50.00,300, 50.00 ,300, 50.00 ,597, 99.50 ,151,142,3,5,293, 51.54 ,79, 26.33 ,18, 6.00 ,5, 1.67 ,48, 16.00 ,5,100,43,18,11,61.11,7,1, 14.29 ,0,0, -   ,0, -   ,0, -   ,0, -   ,41,16,39.02,516,275,53.29,0,69,23,27,0,0,33,0,0,103,0,0,0,0,0,0,0,0,113,0,0,18/11/2025 22:16
156,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS TENGAH,Februari,2025,1532,781,550,70.42,550, 70.42 ,550, 70.42 ,778, 99.62 ,228,311,4,9,539, 42.30 ,158, 28.73 ,22, 4.00 ,22, 4.00 ,77, 14.00 ,7,77.78,69,29,13,44.83,7,2, 28.57 ,0,0, -   ,0, -   ,0, -   ,0, -   ,68,47,69.12,644,454,70.5,0,109,14,34,0,0,59,0,0,230,0,0,0,0,0,2,2,100,221,4,1.81,5/8/2025 10:37
157,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG KUALA,Februari,2025,457,348,319,91.67,319, 91.67 ,319, 91.67 ,348, 100.00 ,178,125,16,0,303, 58.75 ,50, 15.67 ,12, 3.76 ,12, 3.76 ,32, 10.03 ,0,0,24,5,5,100,2,1, 50.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,28,22,78.57,296,247,83.45,0,6,0,14,0,0,22,0,0,98,0,0,0,0,0,0,0,0,46,0,0,19/01/2026 23:52
158,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG BARU,Februari,2025,1130,566,495,87.46,495, 87.46 ,495, 87.46 ,565, 99.82 ,235,217,42,1,452, 51.99 ,93, 18.79 ,26, 5.25 ,18, 3.64 ,59, 11.92 ,1,100,24,18,18,100,8,4, 50.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,51,43,84.31,491,420,85.54,0,11,0,27,0,0,35,0,0,167,0,0,0,0,0,0,0,0,86,0,0,19/01/2026 23:56
159,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,API-API,Februari,2025,1599,719,516,71.77,516, 71.77 ,516, 71.77 ,719, 100.00 ,245,210,61,0,455, 53.85 ,89, 17.25 ,27, 5.23 ,17, 3.29 ,58, 11.24 ,0,0,22,11,11,100,4,1, 25.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,51,30,58.82,646,393,60.84,0,15,0,22,0,0,40,0,0,163,0,0,0,0,0,0,0,0,92,0,0,19/01/2026 23:58
160,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,GUNUNG ELAI,Februari,2025,1535,757,644,85.07,644, 85.07 ,644, 85.07 ,756, 99.87 ,323,281,40,0,604, 53.48 ,73, 11.34 ,34, 5.28 ,29, 4.05 ,56, 8.70 ,0,0,26,14,14,100,9,4, 44.44 ,0,0, -   ,0, -   ,0, -   ,0, -   ,62,51,82.26,669,550,82.21,0,13,0,13,0,0,30,0,0,242,0,0,0,0,0,0,0,0,69,0,0,20/01/2026 0:08
161,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,LOK TUAN,Februari,2025,1996,1656,975,58.88,975, 58.88 ,975, 58.88 ,1656, 100.00 ,465,480,30,1,945, 49.21 ,236, 24.21 ,79, 8.01 ,30, 3.80 ,172, 17.64 ,1,100,108,67,64,95.52,21,13, 61.90 ,0,0, -   ,0, -   ,0, -   ,0, -   ,135,121,89.63,1413,1328,93.98,0,155,23,59,0,0,109,0,0,331,0,0,0,0,0,1,1,100,271,1,0.37,16/12/2025 15:29
162,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,GUNTUNG,Februari,2025,466,685,297,43.36,297, 43.36 ,297, 43.36 ,685, 100.00 ,150,144,3,0,294, 51.02 ,68, 22.90 ,20, 6.73 ,15, 5.05 ,55, 18.52 ,0,0,24,24,22,91.67,4,4, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,43,29,67.44,460,303,65.87,0,51,12,19,0,0,39,0,0,91,0,0,0,0,0,1,1,100,83,0,0,3/1/2026 8:18
163,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,KANAAN,Februari,2025,389,260,148,56.92,148, 56.92 ,148, 56.92 ,260, 100.00 ,71,50,27,3,121, 58.68 ,19, 12.84 ,6, 4.05 ,6, 4.50 ,8, 5.41 ,3,100,11,11,8,72.73,2,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,22,15,68.18,221,127,57.47,0,10,24,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,14/1/2026 6:47
164,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,GUNUNG TELIHAN,Februari,2025,1212,796,457,57.41,457, 57.41 ,457, 57.41 ,796, 100.00 ,145,147,165,7,292, 49.66 ,73, 15.97 ,26, 5.69 ,9, 1.97 ,51, 11.16 ,7,100,36,9,9,100,8,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,71,51,71.83,689,366,53.12,0,60,31,35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,88,1,1.14,19/1/2026 10:58
165,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,BELIMBING,Februari,2025,1237,851,513,60.28,513, 60.28 ,513, 60.28 ,851, 100.00 ,248,161,103,4,409, 60.64 ,89, 17.35 ,9, 1.75 ,20, 3.90 ,44, 8.58 ,4,100,36,19,17,89.47,7,4, 57.14 ,0,0, -   ,0, -   ,0, -   ,0, -   ,62,49,79.03,753,431,57.24,0,66,25,29,0,0,37,0,0,126,0,0,0,0,0,0,0,0,111,0,0,14/1/2026 6:48
166,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG LESTARI,BONTANG LESTARI,Januari,2025,440,562,453,80.60,453, 80.60 ,453, 80.60 ,559, 99.47 ,203,200,49,1,403, 50.37 ,123, 27.15 ,49, 10.82 ,5, 1.10 ,103, 22.74 ,1,100,0,0,0,0,6,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,64,30,41,0,0,62,0,0,137,0,0,0,0,0,0,0,0,123,0,0,22/1/2026 9:26
167,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,SATIMPO,Januari,2025,781,462,122,26.41,122, 26.41 ,122, 26.41 ,409, 88.53 ,55,47,20,0,102, 53.92 ,19, 15.57 ,4, 3.28 ,0, -   ,11, 9.02 ,0,0,0,0,0,0,3,1, 33.33 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,11,4,3,0,0,8,0,0,40,0,0,0,0,0,0,0,0,19,0,0,19/12/2025 9:21
168,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,Tanjung Laut,Januari,2025,1537,944,448,47.46,448, 47.46 ,448, 47.46 ,876, 92.80 ,203,143,102,0,346, 58.67 ,95, 21.21 ,28, 6.25 ,26, 5.80 ,63, 14.06 ,0,0,0,0,0,0,13,4, 30.77 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,63,16,17,0,0,38,0,0,107,0,0,0,0,0,0,0,0,95,0,0,19/12/2025 9:25
169,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,TANJUNG LAUT INDAH,Januari,2025,1324,1008,314,31.15,314, 31.15 ,314, 31.15 ,959, 95.14 ,104,103,103,2,207, 50.24 ,92, 29.30 ,23, 7.32 ,7, 2.23 ,72, 22.93 ,2,100,0,0,0,0,15,4, 26.67 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,69,12,17,0,0,48,0,0,61,0,0,0,0,0,0,0,0,89,0,0,19/12/2025 9:28
170,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS PANTAI,Januari,2025,949,608,301,49.51,301, 49.51 ,301, 49.51 ,605, 99.51 ,141,146,8,9,287, 49.13 ,86, 28.57 ,17, 5.65 ,7, 2.33 ,52, 17.28 ,7,77.78,0,0,0,0,8,8, 100.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,52,8,16,0,0,38,0,0,97,0,0,0,0,0,0,0,0,86,0,0,29/4/2025 22:43
171,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS TENGAH,Januari,2025,1532,791,614,77.62,614, 77.62 ,614, 77.62 ,788, 99.62 ,316,271,17,14,587, 53.83 ,181, 29.48 ,29, 4.72 ,24, 3.91 ,89, 14.50 ,13,92.86,0,0,0,0,15,9, 60.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,89,7,23,0,0,63,0,0,194,0,0,0,0,0,2,2,100,181,1,0.55,29/4/2025 22:44
172,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG KUALA,Januari,2025,457,353,321,90.93,321, 90.93 ,321, 90.93 ,353, 100.00 ,167,124,26,4,291, 57.39 ,49, 15.26 ,19, 5.92 ,14, 4.36 ,31, 9.66 ,4,100,0,0,0,0,2,1, 50.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,6,0,12,0,0,18,0,0,91,0,0,0,0,0,0,0,0,46,0,0,19/1/2026 23:52
173,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG BARU,Januari,2025,1130,584,484,82.88,484, 82.88 ,484, 82.88 ,583, 99.83 ,261,178,44,3,439, 59.45 ,83, 17.15 ,27, 5.58 ,17, 3.51 ,56, 11.57 ,3,100,0,0,0,0,5,3, 60.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,11,0,27,0,0,34,0,0,128,0,0,0,0,0,0,0,0,74,0,0,19/1/2026 23:55
174,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,API-API,Januari,2025,1599,749,498,66.49,498, 66.49 ,498, 66.49 ,749, 100.00 ,205,185,108,0,390, 52.56 ,93, 18.67 ,22, 4.42 ,20, 4.02 ,63, 12.65 ,0,0,0,0,0,0,8,1, 12.50 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,15,0,17,0,0,45,0,0,151,0,0,0,0,0,0,0,0,92,0,0,19/1/2026 23:58
175,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,GUNUNG ELAI,Januari,2025,1535,772,660,85.49,660, 85.49 ,660, 85.49 ,771, 99.87 ,320,287,50,3,607, 52.72 ,77, 11.67 ,26, 3.94 ,31, 4.70 ,54, 8.18 ,3,100,0,0,0,0,12,4, 33.33 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,11,0,24,0,0,31,0,0,234,0,0,0,0,0,0,0,0,68,0,0,20/1/2026 0:07
176,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,LOK TUAN,Januari,2025,1996,1643,819,49.85,819, 49.85 ,819, 49.85 ,1643, 100.00 ,388,418,10,3,806, 48.14 ,200, 24.42 ,70, 8.55 ,23, 2.81 ,150, 18.32 ,3,100,0,0,0,0,20,14, 70.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,150,19,55,0,0,93,0,0,284,0,0,0,0,0,1,1,100,168,1,0.6,16/12/2025 15:28
177,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,GUNTUNG,Januari,2025,466,673,232,34.47,232, 34.47 ,232, 34.47 ,673, 100.00 ,102,113,17,1,215, 47.44 ,64, 27.59 ,20, 8.62 ,8, 3.45 ,49, 21.12 ,1,100,0,0,0,0,8,6, 75.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,49,8,18,0,0,34,0,0,73,0,0,0,0,0,0,0,0,60,0,0,16/12/2025 15:36
178,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,KANAAN,Januari,2025,389,261,131,50.19,131, 50.19 ,131, 50.19 ,261, 100.00 ,58,42,30,9,100, 58.00 ,18, 13.74 ,6, 4.58 ,3, 2.29 ,9, 6.87 ,9,100,0,0,0,0,1,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,8,4,6,0,0,3,0,0,31,0,0,0,0,0,1,1,100,17,0,0,14/1/2026 6:45
179,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,GUNUNG TELIHAN,Januari,2025,1212,797,326,40.90,326, 40.90 ,326, 40.90 ,797, 100.00 ,115,134,73,17,249, 46.18 ,55, 16.87 ,20, 6.13 ,6, 1.84 ,42, 12.88 ,17,100,0,0,0,0,10,0, -   ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,42,8,19,0,0,29,0,0,105,0,0,0,0,0,2,2,100,53,1,1.89,14/1/2026 6:45
180,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,BELIMBING,Januari,2025,1237,856,480,56.07,480, 56.07 ,480, 56.07 ,856, 100.00 ,190,162,127,9,352, 53.98 ,83, 17.29 ,25, 5.21 ,14, 2.92 ,51, 10.63 ,9,100,0,0,0,0,10,4, 40.00 ,0,0, -   ,0, -   ,0, -   ,0, -   ,0,0,0,0,0,0,0,51,12,25,0,0,33,0,0,134,0,0,0,0,0,0,0,0,81,0,0,14/1/2026 6:45
181,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG LESTARI,BONTANG LESTARI,Maret,2026,,,550,,,,,,,,,,,,,,116,21.09,37,6.73,18,3.27,99,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,SATIMPO,Maret,2026,,,153,,,,,,,,,,,,,,29,18.95,4,2.61,3,1.96,15,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,Tanjung Laut,Maret,2026,,,677,,,,,,,,,,,,,,153,22.60,39,5.76,18,2.66,95,14.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,TANJUNG LAUT INDAH,Maret,2026,,,632,,,,,,,,,,,,,,166,26.27,50,7.91,27,4.27,123,19.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS PANTAI,Maret,2026,,,379,,,,,,,,,,,,,,78,20.58,18,4.75,9,2.37,54,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS TENGAH,Maret,2026,,,519,,,,,,,,,,,,,,116,22.35,42,8.09,16,3.08,85,16.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG KUALA,Maret,2026,,,370,,,,,,,,,,,,,,50,13.51,26,7.03,15,4.05,52,14.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG BARU,Maret,2026,,,532,,,,,,,,,,,,,,95,17.86,26,4.89,33,6.20,56,10.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,API-API,Maret,2026,,,684,,,,,,,,,,,,,,133,19.44,32,4.68,18,2.63,95,13.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,GUNUNG ELAI,Maret,2026,,,731,,,,,,,,,,,,,,107,14.64,27,3.69,39,5.34,61,8.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,LOK TUAN,Maret,2026,,,906,,,,,,,,,,,,,,228,25.17,62,6.84,29,3.20,146,16.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA II,GUNTUNG,Maret,2026,,,360,,,,,,,,,,,,,,68,18.89,16,4.44,9,2.50,48,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,KANAAN,Maret,2026,,,273,,,,,,,,,,,,,,26,9.52,6,2.20,10,3.66,14,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,GUNUNG TELIHAN,Maret,2026,,,729,,,,,,,,,,,,,,106,14.54,29,3.98,22,3.02,65,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG BARAT,BONTANG BARAT,BELIMBING,Maret,2026,,,754,,,,,,,,,,,,,,0,0.00,21,2.79,41,5.44,54,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG LESTARI,BONTANG LESTARI,Februari,2026,,,543,,,,,,,,,,,,,,117,21.55,38,7.00,11,2.03,103,18.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,SATIMPO,Februari,2026,,,217,,,,,,,,,,,,,,42,19.35,3,1.38,10,4.61,18,8.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,Tanjung Laut,Februari,2026,,,721,,,,,,,,,,,,,,168,23.30,48,6.66,14,1.94,119,16.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN I,TANJUNG LAUT INDAH,Februari,2026,,,693,,,,,,,,,,,,,,182,26.26,52,7.50,24,3.46,133,19.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS PANTAI,Februari,2026,,,319,,,,,,,,,,,,,,72,22.57,15,4.70,12,3.76,49,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG SELATAN,BONTANG SELATAN II,BEREBAS TENGAH,Februari,2026,,,556,,,,,,,,,,,,,,140,25.18,31,5.58,23,4.14,93,16.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,KALIMANTAN TIMUR,KOTA BONTANG,BONTANG UTARA,BONTANG UTARA I,BONTANG KUALA,Februari,2026,,,356,,,,,,,,,,,,,,45,12.64,24,6.74,11,3.09,41,11.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
